time_ms,time,IC3
14898.44,14.89844,2.68334
14902.34,14.90234,2.376249
14906.25,14.90625,1.737089
14910.16,14.91016,0.8005919
14914.06,14.91406,-0.3303772
14917.97,14.91797,-1.302925
14921.88,14.92188,-1.562107
14925.78,14.92578,-0.8308934
14929.69,14.92969,0.4200215
14933.59,14.93359,1.226767
14937.5,14.9375,1.054149
14941.41,14.94141,0.3681368
14945.31,14.94531,0.09664202
14949.22,14.94922,0.5473977
14953.12,14.95312,1.116154
14957.03,14.95703,1.168871
14960.94,14.96094,0.9642247
14964.84,14.96484,1.415498
14968.75,14.96875,2.985038
14972.66,14.97266,5.026532
14976.56,14.97656,6.347277
14980.47,14.98047,6.278602
14984.38,14.98438,5.098567
14988.28,14.98828,3.610419
14992.19,14.99219,2.497994
14996.09,14.99609,2.015812
15000,15,1.976854
15003.91,15.00391,1.888124
15007.81,15.00781,1.316268
15011.72,15.01172,0.3543878
15015.62,15.01562,-0.3756971
15019.53,15.01953,-0.4164919
15023.44,15.02344,-0.143067
15027.34,15.02734,-0.4759395
15031.25,15.03125,-1.786011
15035.16,15.03516,-3.29858
15039.06,15.03906,-3.81897
15042.97,15.04297,-3.00851
15046.88,15.04688,-1.67578
15050.78,15.05078,-0.6939225
15054.69,15.05469,0.02391863
15058.59,15.05859,1.171541
15062.5,15.0625,2.840894
15066.41,15.06641,4.09182
15070.31,15.07031,3.966405
15074.22,15.07422,2.700061
15078.12,15.07812,1.572887
15082.03,15.08203,1.484355
15085.94,15.08594,1.910025
15089.84,15.08984,1.522248
15093.75,15.09375,-0.2468042
15097.66,15.09766,-2.507871
15101.56,15.10156,-3.856394
15105.47,15.10547,-3.836939
15109.38,15.10938,-3.287755
15113.28,15.11328,-3.295683
15117.19,15.11719,-4.020663
15121.09,15.12109,-4.66689
15125,15.125,-4.465567
15128.91,15.12891,-3.445642
15132.81,15.13281,-2.233848
15136.72,15.13672,-1.369264
15140.62,15.14062,-0.99551
15144.53,15.14453,-1.076438
15148.44,15.14844,-1.56382
15152.34,15.15234,-2.221258
15156.25,15.15625,-2.537317
15160.16,15.16016,-2.118644
15164.06,15.16406,-1.192214
15167.97,15.16797,-0.5015411
15171.88,15.17188,-0.5838682
15175.78,15.17578,-1.284652
15179.69,15.17969,-2.082757
15183.59,15.18359,-2.772131
15187.5,15.1875,-3.6032
15191.41,15.19141,-4.736606
15195.31,15.19531,-5.807702
15199.22,15.19922,-6.208719
15203.12,15.20312,-5.756994
15207.03,15.20703,-4.905218
15210.94,15.21094,-4.298954
15214.84,15.21484,-4.217634
15218.75,15.21875,-4.461897
15222.66,15.22266,-4.648726
15226.56,15.22656,-4.51932
15230.47,15.23047,-4.060918
15234.38,15.23438,-3.430935
15238.28,15.23828,-2.795968
15242.19,15.24219,-2.15215
15246.09,15.24609,-1.299449
15250,15.25,-0.1010015
15253.91,15.25391,1.217121
15257.81,15.25781,2.190564
15261.72,15.26172,2.608733
15265.62,15.26562,2.808814
15269.53,15.26953,3.284079
15273.44,15.27344,3.953198
15277.34,15.27734,4.076958
15281.25,15.28125,3.050227
15285.16,15.28516,1.231811
15289.06,15.28906,-0.2497842
15292.97,15.29297,-0.6200567
15296.88,15.29688,-0.2397729
15300.78,15.30078,-0.1133482
15304.69,15.30469,-0.658672
15308.59,15.30859,-1.185587
15312.5,15.3125,-0.7224616
15316.41,15.31641,0.7741491
15320.31,15.32031,2.235109
15324.22,15.32422,2.544204
15328.12,15.32812,1.679818
15332.03,15.33203,0.6789252
15335.94,15.33594,0.5264481
15339.84,15.33984,1.264094
15343.75,15.34375,2.192634
15347.66,15.34766,2.710605
15351.56,15.35156,2.7689
15355.47,15.35547,2.567379
15359.38,15.35938,2.129595
15363.28,15.36328,1.376058
15367.19,15.36719,0.4891148
15371.09,15.37109,-0.04711592
15375,15.375,0.1010249
15378.91,15.37891,0.7317215
15382.81,15.38281,1.284263
15386.72,15.38672,1.38879
15390.62,15.39062,1.155867
15394.53,15.39453,0.9347235
15398.44,15.39844,0.8893145
15402.34,15.40234,0.8614287
15406.25,15.40625,0.6431544
15410.16,15.41016,0.3203548
15414.06,15.41406,0.3195455
15417.97,15.41797,1.040458
15421.88,15.42188,2.405415
15425.78,15.42578,3.796919
15429.69,15.42969,4.523855
15433.59,15.43359,4.457048
15437.5,15.4375,4.144023
15441.41,15.44141,4.246251
15445.31,15.44531,4.854166
15449.22,15.44922,5.385598
15453.12,15.45312,5.178423
15457.03,15.45703,4.091489
15460.94,15.46094,2.544918
15464.84,15.46484,1.099587
15468.75,15.46875,0.09846371
15472.66,15.47266,-0.3613337
15476.56,15.47656,-0.3533251
15480.47,15.48047,-0.1343598
15484.38,15.48438,-0.09485984
15488.28,15.48828,-0.4759244
15492.19,15.49219,-1.079164
15496.09,15.49609,-1.354326
15500,15.5,-0.9330811
15503.91,15.50391,-0.05543066
15507.81,15.50781,0.61095
15511.72,15.51172,0.6250271
15515.62,15.51562,0.2786628
15519.53,15.51953,0.3665457
15523.44,15.52344,1.442132
15527.34,15.52734,3.252334
15531.25,15.53125,4.860167
15535.16,15.53516,5.397513
15539.06,15.53906,4.742023
15542.97,15.54297,3.526724
15546.88,15.54688,2.577205
15550.78,15.55078,2.248673
15554.69,15.55469,2.24256
15558.59,15.55859,1.99639
15562.5,15.5625,1.210199
15566.41,15.56641,0.08635682
15570.31,15.57031,-0.9031134
15574.22,15.57422,-1.426035
15578.12,15.57812,-1.502303
15582.03,15.58203,-1.403444
15585.94,15.58594,-1.373383
15589.84,15.58984,-1.427777
15593.75,15.59375,-1.386182
15597.66,15.59766,-1.07418
15601.56,15.60156,-0.5084498
15605.47,15.60547,0.1104884
15609.38,15.60938,0.594312
15613.28,15.61328,0.9683048
15617.19,15.61719,1.474891
15621.09,15.62109,2.356295
15625,15.625,3.622268
15628.91,15.62891,4.985789
15632.81,15.63281,6.036992
15636.72,15.63672,6.49053
15640.62,15.64062,6.316669
15644.53,15.64453,5.718368
15648.44,15.64844,4.98858
15652.34,15.65234,4.310645
15656.25,15.65625,3.608658
15660.16,15.66016,2.594606
15664.06,15.66406,1.059942
15667.97,15.66797,-0.7700772
15671.88,15.67188,-2.220394
15675.78,15.67578,-2.671957
15679.69,15.67969,-2.185501
15683.59,15.68359,-1.578212
15687.5,15.6875,-1.752565
15691.41,15.69141,-2.867274
15695.31,15.69531,-4.194618
15699.22,15.69922,-4.821218
15703.12,15.70312,-4.440539
15707.03,15.70703,-3.449936
15710.94,15.71094,-2.370215
15714.84,15.71484,-1.315795
15718.75,15.71875,-0.0826472
15722.66,15.72266,1.395654
15726.56,15.72656,2.805454
15730.47,15.73047,3.70759
15734.38,15.73438,3.955212
15738.28,15.73828,3.792467
15742.19,15.74219,3.59715
15746.09,15.74609,3.53085
15750,15.75,3.42544
15753.91,15.75391,2.963032
15757.81,15.75781,1.977571
15761.72,15.76172,0.6691434
15765.62,15.76562,-0.4359069
15769.53,15.76953,-0.8734528
15773.44,15.77344,-0.6957112
15777.34,15.77734,-0.5258299
15781.25,15.78125,-1.051162
15785.16,15.78516,-2.319626
15789.06,15.78906,-3.636269
15792.97,15.79297,-4.246134
15796.88,15.79688,-4.096861
15800.78,15.80078,-3.813257
15804.69,15.80469,-3.858646
15808.59,15.80859,-3.920654
15812.5,15.8125,-3.298735
15816.41,15.81641,-1.804862
15820.31,15.82031,-0.0562495
15824.22,15.82422,1.207766
15828.12,15.82812,1.891865
15832.03,15.83203,2.37444
15835.94,15.83594,2.759064
15839.84,15.83984,2.698346
15843.75,15.84375,2.084971
15847.66,15.84766,1.578514
15851.56,15.85156,2.003493
15855.47,15.85547,3.278521
15859.38,15.85938,4.311486
15863.28,15.86328,4.153071
15867.19,15.86719,3.039573
15871.09,15.87109,2.033827
15875,15.875,1.756746
15878.91,15.87891,1.795788
15882.81,15.88281,1.429401
15886.72,15.88672,0.6037579
15890.62,15.89062,-0.06857683
15894.53,15.89453,-0.1186831
15898.44,15.89844,0.2657195
15902.34,15.90234,0.5638587
15906.25,15.90625,0.5080251
15910.16,15.91016,0.2010276
15914.06,15.91406,-0.1194823
15917.97,15.91797,-0.2305796
15921.88,15.92188,0.08094966
15925.78,15.92578,0.9155
15929.69,15.92969,2.04375
15933.59,15.93359,2.976416
15937.5,15.9375,3.384498
15941.41,15.94141,3.389175
15945.31,15.94531,3.313999
15949.22,15.94922,3.234031
15953.12,15.95312,2.942003
15957.03,15.95703,2.360188
15960.94,15.96094,1.812718
15964.84,15.96484,1.695059
15968.75,15.96875,1.935554
15972.66,15.97266,1.990507
15976.56,15.97656,1.424134
15980.47,15.98047,0.4337626
15984.38,15.98438,-0.3026683
15988.28,15.98828,-0.3114764
15992.19,15.99219,0.2191525
15996.09,15.99609,0.6727509
16000,16,0.6624219
16003.91,16.00391,0.4123112
16007.81,16.00781,0.4742589
16011.72,16.01172,1.107562
16015.62,16.01562,1.969184
16019.53,16.01953,2.440362
16023.44,16.02344,2.264602
16027.34,16.02734,1.807826
16031.25,16.03125,1.67582
16035.16,16.03516,2.074446
16039.06,16.03906,2.560744
16042.97,16.04297,2.453724
16046.88,16.04688,1.491561
16050.78,16.05078,0.1042436
16054.69,16.05469,-0.9061648
16058.59,16.05859,-0.9778653
16062.5,16.0625,-0.1822917
16066.41,16.06641,0.8708855
16070.31,16.07031,1.474501
16074.22,16.07422,1.306696
16078.12,16.07812,0.6053491
16082.03,16.08203,-0.06443506
16085.94,16.08594,-0.2588886
16089.84,16.08984,0.01875541
16093.75,16.09375,0.418919
16097.66,16.09766,0.6689862
16101.56,16.10156,0.8548408
16105.47,16.10547,1.261627
16109.38,16.10938,1.927794
16113.28,16.11328,2.439955
16117.19,16.11719,2.300785
16121.09,16.12109,1.505754
16125,16.125,0.6627566
16128.91,16.12891,0.4327756
16132.81,16.13281,0.8622039
16136.72,16.13672,1.368976
16140.62,16.14062,1.383378
16144.53,16.14453,0.8945789
16148.44,16.14844,0.2956048
16152.34,16.15234,-0.1863481
16156.25,16.15625,-0.7053134
16160.16,16.16016,-1.421876
16164.06,16.16406,-2.084512
16167.97,16.16797,-2.193167
16171.88,16.17188,-1.563734
16175.78,16.17578,-0.536808
16179.69,16.17969,0.42836
16183.59,16.18359,1.239379
16187.5,16.1875,2.124066
16191.41,16.19141,3.160208
16195.31,16.19531,4.0473
16199.22,16.19922,4.401107
16203.12,16.20312,4.159642
16207.03,16.20703,3.567026
16210.94,16.21094,2.835552
16214.84,16.21484,1.97997
16218.75,16.21875,0.9868621
16222.66,16.22266,0.02032757
16226.56,16.22656,-0.6779209
16230.47,16.23047,-1.035996
16234.38,16.23438,-1.179013
16238.28,16.23828,-1.220926
16242.19,16.24219,-1.12785
16246.09,16.24609,-0.8660851
16250,16.25,-0.6053408
16253.91,16.25391,-0.6534606
16257.81,16.25781,-1.130258
16261.72,16.26172,-1.71467
16265.62,16.26562,-1.79688
16269.53,16.26953,-0.9646288
16273.44,16.27344,0.6098208
16277.34,16.27734,2.279897
16281.25,16.28125,3.460104
16285.16,16.28516,4.071591
16289.06,16.28906,4.402577
16292.97,16.29297,4.572707
16296.88,16.29688,4.300497
16300.78,16.30078,3.318485
16304.69,16.30469,1.945615
16308.59,16.30859,0.9387066
16312.5,16.3125,0.6827267
16316.41,16.31641,0.7119434
16320.31,16.32031,0.2437359
16324.22,16.32422,-0.84029
16328.12,16.32812,-1.815636
16332.03,16.33203,-2.003953
16335.94,16.33594,-1.6252
16339.84,16.33984,-1.499283
16343.75,16.34375,-1.985959
16347.66,16.34766,-2.532187
16351.56,16.35156,-2.362392
16355.47,16.35547,-1.411797
16359.38,16.35938,-0.3744656
16363.28,16.36328,0.1098536
16367.19,16.36719,0.09039581
16371.09,16.37109,0.06316313
16375,16.375,0.3104352
16378.91,16.37891,0.6616912
16382.81,16.38281,0.81675
16386.72,16.38672,0.7233517
16390.62,16.39062,0.5494035
16394.53,16.39453,0.4156702
16398.44,16.39844,0.3108591
16402.34,16.40234,0.2068513
16406.25,16.40625,0.1611296
16410.16,16.41016,0.2220941
16414.06,16.41406,0.2867994
16417.97,16.41797,0.1877304
16421.88,16.42188,-0.08547065
16425.78,16.42578,-0.3317422
16429.69,16.42969,-0.3689577
16433.59,16.43359,-0.2552179
16437.5,16.4375,-0.1959845
16441.41,16.44141,-0.2370408
16445.31,16.44531,-0.1937349
16449.22,16.44922,0.03674245
16453.12,16.45312,0.2211748
16457.03,16.45703,0.02207321
16460.94,16.46094,-0.5204074
16464.84,16.46484,-0.9481272
16468.75,16.46875,-0.9030568
16472.66,16.47266,-0.5332193
16476.56,16.47656,-0.2007103
16480.47,16.48047,0.1120152
16484.38,16.48438,0.8166783
16488.28,16.48828,2.056644
16492.19,16.49219,3.295377
16496.09,16.49609,3.816712
16500,16.5,3.522346
16503.91,16.50391,2.965186
16507.81,16.50781,2.550864
16511.72,16.51172,2.025473
16515.62,16.51562,0.9930947
16519.53,16.51953,-0.2740285
16523.44,16.52344,-0.9191778
16527.34,16.52734,-0.4811369
16531.25,16.53125,0.4944334
16535.16,16.53516,1.033911
16539.06,16.53906,0.8120433
16542.97,16.54297,0.4091557
16546.88,16.54688,0.5081053
16550.78,16.55078,1.10778
16554.69,16.55469,1.646046
16558.59,16.55859,1.765687
16562.5,16.5625,1.674987
16566.41,16.56641,1.744496
16570.31,16.57031,1.964828
16574.22,16.57422,1.99021
16578.12,16.57812,1.722488
16582.03,16.58203,1.58487
16585.94,16.58594,2.058254
16589.84,16.58984,2.980365
16593.75,16.59375,3.553726
16597.66,16.59766,3.187731
16601.56,16.60156,2.220646
16605.47,16.60547,1.632879
16609.38,16.60938,1.949571
16613.28,16.61328,2.596411
16617.19,16.61719,2.505936
16621.09,16.62109,1.298524
16625,16.625,-0.3740219
16628.91,16.62891,-1.67061
16632.81,16.63281,-2.434817
16636.72,16.63672,-3.028984
16640.62,16.64062,-3.4901
16644.53,16.64453,-3.281787
16648.44,16.64844,-2.015052
16652.34,16.65234,-0.1171324
16656.25,16.65625,1.506818
16660.16,16.66016,2.397124
16664.06,16.66406,2.822626
16667.97,16.66797,3.161328
16671.88,16.67188,3.365415
16675.78,16.67578,3.218012
16679.69,16.67969,2.852437
16683.59,16.68359,2.610675
16687.5,16.6875,2.482816
16691.41,16.69141,2.067315
16695.31,16.69531,1.207737
16699.22,16.69922,0.3651695
16703.12,16.70312,0.01367627
16707.03,16.70703,-0.1219779
16710.94,16.71094,-0.8226077
16714.84,16.71484,-2.313723
16718.75,16.71875,-3.830335
16722.66,16.72266,-4.485504
16726.56,16.72656,-4.318631
16730.47,16.73047,-4.09995
16734.38,16.73438,-4.169605
16738.28,16.73828,-3.953221
16742.19,16.74219,-2.843915
16746.09,16.74609,-1.260341
16750,16.75,-0.3753088
16753.91,16.75391,-0.786236
16757.81,16.75781,-1.808037
16761.72,16.76172,-2.26652
16765.62,16.76562,-1.753169
16769.53,16.76953,-0.8472877
16773.44,16.77344,-0.2348815
16777.34,16.77734,0.03935906
16781.25,16.78125,0.3420889
16785.16,16.78516,0.8188708
16789.06,16.78906,1.254502
16792.97,16.79297,1.468938
16796.88,16.79688,1.521114
16800.78,16.80078,1.413491
16804.69,16.80469,0.8734787
16808.59,16.80859,-0.3404494
16812.5,16.8125,-1.938601
16816.41,16.81641,-3.191542
16820.31,16.82031,-3.629821
16824.22,16.82422,-3.51546
16828.12,16.82812,-3.4887
16832.03,16.83203,-3.786569
16835.94,16.83594,-3.977898
16839.84,16.83984,-3.466846
16843.75,16.84375,-2.150292
16847.66,16.84766,-0.4902556
16851.56,16.85156,0.9588035
16855.47,16.85547,1.948798
16859.38,16.85938,2.525944
16863.28,16.86328,2.763514
16867.19,16.86719,2.654767
16871.09,16.87109,2.258904
16875,16.875,1.82205
16878.91,16.87891,1.653326
16882.81,16.88281,1.832837
16886.72,16.88672,2.076794
16890.62,16.89062,1.969383
16894.53,16.89453,1.383154
16898.44,16.89844,0.6543208
16902.34,16.90234,0.2606919
16906.25,16.90625,0.2897691
16910.16,16.91016,0.355869
16914.06,16.91406,0.1315508
16917.97,16.91797,-0.1427718
16921.88,16.92188,0.1270251
16925.78,16.92578,1.078565
16929.69,16.92969,1.995186
16933.59,16.93359,1.96396
16937.5,16.9375,0.9328222
16941.41,16.94141,-0.07119767
16945.31,16.94531,0.06754965
16949.22,16.94922,1.391923
16953.12,16.95312,2.838629
16957.03,16.95703,3.306441
16960.94,16.96094,2.635276
16964.84,16.96484,1.530968
16968.75,16.96875,0.7207078
16972.66,16.97266,0.3702334
16976.56,16.97656,0.2366004
16980.47,16.98047,0.1550065
16984.38,16.98438,0.1770001
16988.28,16.98828,0.3028129
16992.19,16.99219,0.3061321
16996.09,16.99609,-0.03468757
17000,17,-0.5894352
17003.91,17.00391,-0.9011306
17007.81,17.00781,-0.6396807
17011.72,17.01172,-0.003348202
17015.62,17.01562,0.4492058
17019.53,17.01953,0.3454931
17023.44,17.02344,-0.1482542
17027.34,17.02734,-0.5115142
17031.25,17.03125,-0.377405
17035.16,17.03516,0.1916064
17039.06,17.03906,0.8401148
17042.97,17.04297,1.259487
17046.88,17.04688,1.411333
17050.78,17.05078,1.487589
17054.69,17.05469,1.708123
17058.59,17.05859,2.084079
17062.5,17.0625,2.338466
17066.41,17.06641,2.119517
17070.31,17.07031,1.372274
17074.22,17.07422,0.5219503
17078.12,17.07812,0.1798481
17082.03,17.08203,0.5982236
17085.94,17.08594,1.451986
17089.84,17.08984,2.14684
17093.75,17.09375,2.296287
17097.66,17.09766,1.87235
17101.56,17.10156,1.027062
17105.47,17.10547,-0.04970121
17109.38,17.10938,-1.069237
17113.28,17.11328,-1.628865
17117.19,17.11719,-1.457975
17121.09,17.12109,-0.6859546
17125,17.125,0.2483452
17128.91,17.12891,1.017076
17132.81,17.13281,1.648219
17136.72,17.13672,2.316208
17140.62,17.14062,2.955141
17144.53,17.14453,3.202766
17148.44,17.14844,2.771916
17152.34,17.15234,1.795147
17156.25,17.15625,0.7450493
17160.16,17.16016,0.02673799
17164.06,17.16406,-0.3326291
17167.97,17.16797,-0.6099626
17171.88,17.17188,-1.043726
17175.78,17.17578,-1.614706
17179.69,17.17969,-2.104637
17183.59,17.18359,-2.311142
17187.5,17.1875,-2.223917
17191.41,17.19141,-2.02985
17195.31,17.19531,-2.004795
17199.22,17.19922,-2.367982
17203.12,17.20312,-3.132334
17207.03,17.20703,-4.028613
17210.94,17.21094,-4.611327
17214.84,17.21484,-4.520923
17218.75,17.21875,-3.724624
17222.66,17.22266,-2.499644
17226.56,17.22656,-1.191141
17230.47,17.23047,-0.03309667
17234.38,17.23438,0.8447132
17238.28,17.23828,1.332732
17242.19,17.24219,1.406643
17246.09,17.24609,1.250648
17250,17.25,1.15992
17253.91,17.25391,1.23283
17257.81,17.25781,1.21488
17261.72,17.26172,0.8250586
17265.62,17.26562,0.1742086
17269.53,17.26953,-0.3302692
17273.44,17.27344,-0.5421354
17277.34,17.27734,-0.8886719
17281.25,17.28125,-1.890949
17285.16,17.28516,-3.380625
17289.06,17.28906,-4.476204
17292.97,17.29297,-4.484995
17296.88,17.29688,-3.682285
17300.78,17.30078,-3.012741
17304.69,17.30469,-3.010418
17308.59,17.30859,-3.280466
17312.5,17.3125,-3.162125
17316.41,17.31641,-2.658493
17320.31,17.32031,-2.420809
17324.22,17.32422,-2.778554
17328.12,17.32812,-3.129346
17332.03,17.33203,-2.563372
17335.94,17.33594,-0.9640547
17339.84,17.33984,0.7982967
17343.75,17.34375,1.847618
17347.66,17.34766,2.246946
17351.56,17.35156,2.757455
17355.47,17.35547,3.773001
17359.38,17.35938,4.76666
17363.28,17.36328,4.875178
17367.19,17.36719,3.835411
17371.09,17.37109,2.147815
17375,17.375,0.453789
17378.91,17.37891,-0.9708462
17382.81,17.38281,-2.087432
17386.72,17.38672,-2.757208
17390.62,17.39062,-2.807793
17394.53,17.39453,-2.409616
17398.44,17.39844,-2.099478
17402.34,17.40234,-2.251519
17406.25,17.40625,-2.639642
17410.16,17.41016,-2.664311
17414.06,17.41406,-2.020806
17417.97,17.41797,-0.9733151
17421.88,17.42188,0.01855493
17425.78,17.42578,0.7528235
17429.69,17.42969,1.269883
17433.59,17.43359,1.520082
17437.5,17.4375,1.362924
17441.41,17.44141,0.9296381
17445.31,17.44531,0.7159842
17449.22,17.44922,1.08041
17453.12,17.45312,1.732073
17457.03,17.45703,2.00278
17460.94,17.46094,1.72444
17464.84,17.46484,1.570536
17468.75,17.46875,2.215148
17472.66,17.47266,3.243619
17476.56,17.47656,3.309353
17480.47,17.48047,1.579585
17484.38,17.48438,-1.134511
17488.28,17.48828,-3.010176
17492.19,17.49219,-3.035067
17496.09,17.49609,-1.928674
17500,17.5,-1.180236
17503.91,17.50391,-1.390846
17507.81,17.50781,-1.876255
17511.72,17.51172,-1.841861
17515.62,17.51562,-1.448174
17519.53,17.51953,-1.437249
17523.44,17.52344,-1.917536
17527.34,17.52734,-2.035504
17531.25,17.53125,-1.047725
17535.16,17.53516,0.5959853
17539.06,17.53906,1.617477
17542.97,17.54297,1.3809
17546.88,17.54688,0.6237168
17550.78,17.55078,0.549098
17554.69,17.55469,1.398647
17558.59,17.55859,2.225322
17562.5,17.5625,2.071735
17566.41,17.56641,1.024349
17570.31,17.57031,-0.0681733
17574.22,17.57422,-0.674919
17578.12,17.57812,-1.022687
17582.03,17.58203,-1.470933
17585.94,17.58594,-1.833747
17589.84,17.58984,-1.628176
17593.75,17.59375,-0.8279768
17597.66,17.59766,-0.02700138
17601.56,17.60156,0.1755737
17605.47,17.60547,-0.2659763
17609.38,17.60938,-1.014974
17613.28,17.61328,-1.837188
17617.19,17.61719,-2.620338
17621.09,17.62109,-3.058413
17625,17.625,-2.72304
17628.91,17.62891,-1.622292
17632.81,17.63281,-0.4461997
17636.72,17.63672,0.09337512
17640.62,17.64062,0.09846503
17644.53,17.64453,0.3478689
17648.44,17.64844,1.22495
17652.34,17.65234,2.088002
17656.25,17.65625,2.023127
17660.16,17.66016,1.061832
17664.06,17.66406,0.2984447
17667.97,17.66797,0.6221271
17671.88,17.67188,1.584734
17675.78,17.67578,1.857516
17679.69,17.67969,0.7749114
17683.59,17.68359,-0.8783807
17687.5,17.6875,-1.775021
17691.41,17.69141,-1.544625
17695.31,17.69531,-1.099445
17699.22,17.69922,-1.43777
17703.12,17.70312,-2.435705
17707.03,17.70703,-3.071359
17710.94,17.71094,-2.742606
17714.84,17.71484,-1.980022
17718.75,17.71875,-1.667455
17722.66,17.72266,-1.812107
17726.56,17.72656,-1.495789
17730.47,17.73047,-0.1271161
17734.38,17.73438,1.643761
17738.28,17.73828,2.572967
17742.19,17.74219,2.267104
17746.09,17.74609,1.611186
17750,17.75,1.684186
17753.91,17.75391,2.57462
17757.81,17.75781,3.521999
17761.72,17.76172,3.97434
17765.62,17.76562,4.075825
17769.53,17.76953,4.095184
17773.44,17.77344,3.822588
17777.34,17.77734,2.902421
17781.25,17.78125,1.540133
17785.16,17.78516,0.4701548
17789.06,17.78906,0.1670911
17792.97,17.79297,0.3684679
17796.88,17.79688,0.5463678
17800.78,17.80078,0.5725486
17804.69,17.80469,0.6652057
17808.59,17.80859,0.8443846
17812.5,17.8125,0.7981784
17816.41,17.81641,0.4188368
17820.31,17.82031,0.1493572
17824.22,17.82422,0.558506
17828.12,17.82812,1.648501
17832.03,17.83203,2.779519
17835.94,17.83594,3.318703
17839.84,17.83984,3.206258
17843.75,17.84375,2.859987
17847.66,17.84766,2.664749
17851.56,17.85156,2.671495
17855.47,17.85547,2.702029
17859.38,17.85938,2.603922
17863.28,17.86328,2.388613
17867.19,17.86719,2.197008
17871.09,17.87109,2.14713
17875,17.875,2.199438
17878.91,17.87891,2.194999
17882.81,17.88281,2.050321
17886.72,17.88672,1.880762
17890.62,17.89062,1.815432
17894.53,17.89453,1.722142
17898.44,17.89844,1.281253
17902.34,17.90234,0.4219468
17906.25,17.90625,-0.4265285
17910.16,17.91016,-0.7111954
17914.06,17.91406,-0.3434515
17917.97,17.91797,0.2658598
17921.88,17.92188,0.7449148
17925.78,17.92578,1.136652
17929.69,17.92969,1.613791
17933.59,17.93359,2.0215
17937.5,17.9375,1.977296
17941.41,17.94141,1.438035
17945.31,17.94531,0.9356363
17949.22,17.94922,1.01462
17953.12,17.95312,1.558499
17957.03,17.95703,1.868377
17960.94,17.96094,1.403507
17964.84,17.96484,0.3380882
17968.75,17.96875,-0.6337327
17972.66,17.97266,-0.9246857
17976.56,17.97656,-0.4543664
17980.47,17.98047,0.4353595
17984.38,17.98438,1.284212
17988.28,17.98828,1.781621
17992.19,17.99219,1.91573
17996.09,17.99609,1.931279
18000,18,2.081025
18003.91,18.00391,2.365664
18007.81,18.00781,2.566629
18011.72,18.01172,2.556523
18015.62,18.01562,2.498544
18019.53,18.01953,2.617505
18023.44,18.02344,2.828091
18027.34,18.02734,2.779862
18031.25,18.03125,2.311585
18035.16,18.03516,1.712431
18039.06,18.03906,1.407495
18042.97,18.04297,1.437764
18046.88,18.04688,1.4061
18050.78,18.05078,0.9743094
18054.69,18.05469,0.2679979
18058.59,18.05859,-0.304029
18062.5,18.0625,-0.5163945
18066.41,18.06641,-0.4779803
18070.31,18.07031,-0.3542135
18074.22,18.07422,-0.1200653
18078.12,18.07812,0.3181162
18082.03,18.08203,0.8880835
18085.94,18.08594,1.391524
18089.84,18.08984,1.758466
18093.75,18.09375,2.106912
18097.66,18.09766,2.491486
18101.56,18.10156,2.666016
18105.47,18.10547,2.255681
18109.38,18.10938,1.179369
18113.28,18.11328,-0.2149713
18117.19,18.11719,-1.450195
18121.09,18.12109,-2.338154
18125,18.125,-3.049961
18128.91,18.12891,-3.79815
18132.81,18.13281,-4.536353
18136.72,18.13672,-4.990459
18140.62,18.14062,-4.951236
18144.53,18.14453,-4.478614
18148.44,18.14844,-3.837489
18152.34,18.15234,-3.267437
18156.25,18.15625,-2.809415
18160.16,18.16016,-2.356031
18164.06,18.16406,-1.814998
18167.97,18.16797,-1.210818
18171.88,18.17188,-0.6260358
18175.78,18.17578,-0.06357551
18179.69,18.17969,0.5527146
18183.59,18.18359,1.209137
18187.5,18.1875,1.643515
18191.41,18.19141,1.454023
18195.31,18.19531,0.4561936
18199.22,18.19922,-1.079074
18203.12,18.20312,-2.580415
18207.03,18.20703,-3.587492
18210.94,18.21094,-4.019196
18214.84,18.21484,-4.06645
18218.75,18.21875,-3.934598
18222.66,18.22266,-3.75212
18226.56,18.22656,-3.666083
18230.47,18.23047,-3.886708
18234.38,18.23438,-4.470585
18238.28,18.23828,-5.090182
18242.19,18.24219,-5.154747
18246.09,18.24609,-4.279453
18250,18.25,-2.686422
18253.91,18.25391,-1.076979
18257.81,18.25781,-0.03889596
18261.72,18.26172,0.4367814
18265.62,18.26562,0.8031268
18269.53,18.26953,1.350937
18273.44,18.27344,1.855553
18277.34,18.27734,1.886721
18281.25,18.28125,1.413596
18285.16,18.28516,0.9067142
18289.06,18.28906,0.7853503
18292.97,18.29297,0.8918036
18296.88,18.29688,0.6486597
18300.78,18.30078,-0.3054361
18304.69,18.30469,-1.810033
18308.59,18.30859,-3.485875
18312.5,18.3125,-5.104554
18316.41,18.31641,-6.474226
18320.31,18.32031,-7.164625
18324.22,18.32422,-6.744324
18328.12,18.32812,-5.431228
18332.03,18.33203,-4.234548
18335.94,18.33594,-4.089286
18339.84,18.33984,-4.874964
18343.75,18.34375,-5.515902
18347.66,18.34766,-5.153926
18351.56,18.35156,-4.075774
18355.47,18.35547,-3.323232
18359.38,18.35938,-3.532212
18363.28,18.36328,-4.32579
18367.19,18.36719,-4.813445
18371.09,18.37109,-4.498177
18375,18.375,-3.589133
18378.91,18.37891,-2.598388
18382.81,18.38281,-1.828387
18386.72,18.38672,-1.256788
18390.62,18.39062,-0.7751249
